service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"20170929_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20170929_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20170929_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20171001_99991231_mon0_tue0_wed0_thu0_fri0_sat0_sun1",0,0,0,0,0,0,1,20180820,20190819
"20171006_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0",0,0,0,0,1,0,0,20180820,20190819
"20171006_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20171006_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20171006_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20171012_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0",0,0,0,0,1,0,0,20180820,20190819
"20171012_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20171012_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20171012_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20171019_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0",0,0,0,0,1,0,0,20180820,20190819
"20171019_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20171019_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20171019_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20171028_99991231_mon0_tue0_wed0_thu0_fri0_sat1_sun0",0,0,0,0,0,1,0,20180820,20190819
"20171104_99991231_mon0_tue0_wed0_thu0_fri0_sat1_sun0",0,0,0,0,0,1,0,20180820,20190819
"20171114_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20171114_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20171114_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20171214_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0",0,0,0,0,1,0,0,20180820,20190819
"20171214_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20171214_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20171214_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20171218_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0",0,0,0,0,1,0,0,20180820,20190819
"20171218_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20171218_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20171218_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20180123_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0",0,0,0,0,1,0,0,20180820,20190819
"20180123_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20180123_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20180123_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20180210_99991231_mon0_tue0_wed0_thu0_fri0_sat1_sun0",0,0,0,0,0,1,0,20180820,20190819
"20180224_99991231_mon0_tue0_wed0_thu0_fri0_sat1_sun0",0,0,0,0,0,1,0,20180820,20190819
"20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0",1,0,0,0,0,0,0,20180820,20190819
"20180622_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0",0,0,0,0,1,0,0,20180820,20190819
"20180622_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0",0,0,0,1,0,0,0,20180820,20190819
"20180622_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0",0,0,1,0,0,0,0,20180820,20190819
"20180622_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0",0,1,0,0,0,0,0,20180820,20190819
"20180622_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0",1,0,0,0,0,0,0,20180820,20190819
