service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-09T14:12:34_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-09T14:14:19_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-09T14:14:59_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:10:38_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-09T13:45:06_20170901_99991231_20170408_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-08T11:50:13_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:06:00_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:15:31_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:32:04_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-05T12:31:07_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-05T12:31:07_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:15:31_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-09T14:05:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T11:50:12_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-09T14:12:34_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-09T14:12:34_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-09T13:45:06_20170901_99991231_20170408_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-09T14:05:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-09T14:12:34_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-08T12:25:32_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-09T11:47:19_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-09T14:12:35_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#6_2016-02-08T11:50:13_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#6_2016-02-08T12:25:33_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#7_2016-02-09T13:59:34_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#8_2016-02-08T11:50:13_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#9_2016-02-09T13:59:34_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0540_Feb  8 2016 12:23:47:487PM_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0600_Feb  8 2016 11:57:21:263AM_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0600_Feb  8 2016 11:57:21:263AM_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0600_Feb  8 2016 11:57:21:263AM_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0605_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0615_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1048_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1057_20170901_99991231_20170329_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1100_Mar  2 2016 10:14:43:057PM_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1112_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1227_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1245_20170901_99991231_20170404_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1245_20170901_99991231_20170404_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1333_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1342_20170901_99991231_20170329_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1345_20170901_99991231_20170329_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1400_Mar  3 2016  9:08:14:487AM_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1403_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1412_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1542_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1600_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1605_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1612_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1645_20170901_99991231_20170404_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1645_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1645_20170901_99991231_20170404_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1700_Mar  5 2016  7:24:17:690PM_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1705_Mar  5 2016  5:04:41:270PM_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1715_Mar  2 2016 10:22:17:227PM_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1727_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1754_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1754_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1900_20170901_99991231_20170404_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1900_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1945_Aug 11 2017  2:05:28:040PM_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_2000_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_858_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-05T12:30:13_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-05T12:30:13_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-05T12:36:18_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T11:53:40_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T11:53:40_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:06:00_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:24:33_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-09T14:05:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-09T14:26:44_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:24:33_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:24:33_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-09T11:47:19_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-09T13:55:50_20170901_99991231_20170408_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:10:38_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-09T11:47:19_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-09T14:19:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#10_2016-02-09T14:19:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#11_2016-02-09T14:19:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-09T14:19:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T12:15:31_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T14:16:14_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-09T14:19:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-08T11:50:13_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-08T12:25:32_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-08T12:25:32_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#5_2016-02-09T13:59:34_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#6_2016-02-08T11:50:13_20170901_99991231_20170404_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#7_2016-02-08T11:50:13_20170901_99991231_20170404_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#7_2016-02-08T11:50:13_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0610_Feb  9 2016  2:11:56:043PM_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0632_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0632_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0710_Mar 23 2016  4:54:24:210PM_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0710_Mar 23 2016  4:54:24:210PM_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0743_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0800_Mar  3 2016  8:21:08:140AM_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0806_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_0817_Mar  7 2016  5:42:18:307AM_20170901_99991231_20170405_99991231_1","0","0","0","0","0","0","1","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_1030_Mar  3 2016  3:59:58:357PM_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1900_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_1945_Aug 11 2017  2:05:28:040PM_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_2015_Apr  8 2016  8:00:58:030PM_20170901_99991231_20170404_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_2015_Apr  8 2016  8:00:58:030PM_20170901_99991231_20170404_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_2015_Apr  8 2016  8:00:58:030PM_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 01 - St. Albans / West Charleston_2315_Mar  5 2016 11:29:28:893AM_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-05T12:30:13_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-05T12:30:13_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T11:50:12_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:06:00_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:06:00_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:10:38_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:10:38_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:16:54_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:19:11_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:19:11_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:24:33_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:24:33_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#0_2016-02-08T12:32:04_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-05T12:31:07_20170901_99991231_20170405_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T11:50:12_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T12:10:38_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-08T14:16:14_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#1_2016-02-09T14:12:34_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_3","0","1","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T11:50:12_20170901_99991231_20170404_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_2016-02-08T12:15:31_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#2_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T12:07:17_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-08T12:15:31_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_2016-02-09T14:05:39_20170901_99991231_20170405_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_20170901_99991231_20170405_99991231_5","0","0","0","1","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#3_20170901_99991231_20170530_99991231_2","1","0","0","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-08T12:07:17_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#4_2016-02-09T13:59:34_20170901_99991231_20170404_99991231_7","0","0","0","0","0","1","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#6_2016-02-08T12:25:33_20170901_99991231_20170405_99991231_4","0","0","1","0","0","0","0","20170901","20180901"
"Route 02 - Cabin Creek / Kanawha City_#7_2016-02-08T12:25:33_20170901_99991231_20170405_99991231_6","0","0","0","0","1","0","0","20170901","20180901"
