trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,Note
4073-M-F,17:27:00,17:27:00,traceFkPlaza,160,0,0,,
4074-MWF,06:55:00,06:55:00,394,10,0,0,,
4074-MWF,07:04:00,07:04:00,julian,20,0,0,,
4074-MWF,07:11:00,07:11:00,alumCreek,30,0,0,,
4074-MWF,07:36:00,07:36:00,466,40,0,0,,
4074-MWF,07:38:00,07:38:00,464,50,0,0,,
4074-MWF,07:50:00,07:50:00,camc,60,0,0,,
4075-MWF,09:30:00,09:30:00,433,10,0,0,,
4075-MWF,09:36:00,09:36:00,432,20,0,0,,
4075-MWF,09:45:00,09:45:00,431,30,0,0,,
4075-MWF,09:48:00,09:48:00,430,40,0,0,,
4075-MWF,10:02:00,10:02:00,429,50,0,0,,
4075-MWF,10:07:00,10:07:00,booneHosp,60,0,0,,
4075-MWF,10:12:00,10:12:00,booneCourt,70,0,0,,
4075-MWF,10:15:00,10:15:00,391,80,0,0,,
4075-MWF,10:20:00,10:20:00,453,90,0,0,,
4075-MWF,10:25:00,10:25:00,booneDHHR,100,0,0,,
4075-MWF,10:38:00,10:38:00,julian,110,0,0,,
4075-MWF,10:45:00,10:45:00,alumCreek,120,0,0,,
4075-MWF,10:55:00,10:55:00,soRidge,130,0,0,,
4075-MWF,11:15:00,11:15:00,krtTransMall,140,0,0,,
4076-MWF,13:55:00,13:55:00,433,10,0,0,,
4076-MWF,14:01:00,14:01:00,432,20,0,0,,
4076-MWF,14:10:00,14:10:00,431,30,0,0,,
4076-MWF,14:13:00,14:13:00,430,40,0,0,,
4076-MWF,14:27:00,14:27:00,429,50,0,0,,
4076-MWF,14:35:00,14:35:00,booneHosp,60,0,0,,
4076-MWF,14:37:00,14:37:00,booneCourt,70,0,0,,
4076-MWF,14:40:00,14:40:00,391,80,0,0,,
4076-MWF,14:45:00,14:45:00,453,90,0,0,,
4076-MWF,14:50:00,14:50:00,booneDHHR,100,0,0,,
4076-MWF,15:03:00,15:03:00,julian,110,0,0,,
4076-MWF,15:10:00,15:10:00,alumCreek,120,0,0,,
4076-MWF,15:20:00,15:20:00,soRidge,130,0,0,,
4076-MWF,16:28:00,16:28:00,camc,140,0,0,,
4077-MWF,18:25:00,18:25:00,433,10,0,0,,
4077-MWF,18:30:00,18:30:00,432,20,0,0,,
4077-MWF,18:38:00,18:38:00,431,30,0,0,,
4077-MWF,18:40:00,18:40:00,430,40,0,0,,
4077-MWF,18:55:00,18:55:00,429,50,0,0,,
4077-MWF,18:56:00,18:56:00,booneHosp,60,0,0,,
4077-MWF,19:03:00,19:03:00,booneCourt,70,0,0,,
4077-MWF,19:08:00,19:08:00,391,80,0,0,,
4077-MWF,19:13:00,19:13:00,453,90,0,0,,
4078-Th,08:00:00,08:00:00,428,10,0,0,,
4078-Th,08:03:00,08:03:00,427,20,0,0,,
4078-Th,08:07:00,08:07:00,426,30,0,0,,
4078-Th,08:14:00,08:14:00,425,40,0,0,,
4078-Th,08:21:00,08:21:00,414,50,0,0,,
4078-Th,08:23:00,08:23:00,comfort,60,0,0,,
4078-Th,08:24:00,08:24:00,bloomingrose,70,0,0,,
4078-Th,08:27:00,08:27:00,411,80,0,0,,
4078-Th,08:41:00,08:41:00,marmet,90,0,0,,
4078-Th,08:55:00,08:55:00,kanMall,100,0,0,,
4078-Th,09:00:00,09:00:00,camc,110,0,0,,
4078-Th,09:12:00,09:12:00,krtTransMall,120,0,0,,
4078-Th,09:25:00,09:25:00,soRidge,130,0,0,,
4079-Th,13:00:00,13:00:00,428,10,0,0,,
4079-Th,13:03:00,13:03:00,427,20,0,0,,
4079-Th,13:07:00,13:07:00,426,30,0,0,,
4079-Th,13:14:00,13:14:00,425,40,0,0,,
4079-Th,13:21:00,13:21:00,414,50,0,0,,
4079-Th,13:23:00,13:23:00,comfort,60,0,0,,
4079-Th,13:25:00,13:25:00,bloomingrose,70,0,0,,
4079-Th,13:27:00,13:27:00,411,80,0,0,,
4079-Th,13:41:00,13:41:00,marmet,90,0,0,,
4079-Th,13:55:00,13:55:00,kanMall,100,0,0,,
4079-Th,14:00:00,14:00:00,camc,110,0,0,,
4079-Th,14:12:00,14:12:00,krtTransMall,120,0,0,,
4079-Th,14:25:00,14:25:00,soRidge,130,0,0,,
4080-M-F,09:25:00,09:25:00,traceFkPlaza,1,0,0,,
4080-M-F,09:30:00,09:30:00,377,2,0,0,,
4080-M-F,09:36:00,09:36:00,378,3,0,0,,
4080-M-F,09:40:00,09:40:00,AlCrApt,4,0,0,,
4080-M-F,09:46:00,09:46:00,376,5,0,0,,
4080-M-F,09:52:00,09:52:00,375,6,0,0,,
4080-M-F,09:55:00,09:55:00,374,7,0,0,,
4080-M-F,10:00:00,10:00:00,WhitesPlaza,8,0,0,,
4080-M-F,10:05:00,10:05:00,WhitesPlaza,9,0,0,,
4080-M-F,10:08:00,10:08:00,lincolnCourt,10,0,0,,
4080-M-F,10:12:00,10:12:00,71,11,0,0,,
4080-M-F,10:15:00,10:15:00,ham_saveAlot,12,0,0,,
4080-M-F,10:22:00,10:22:00,371,13,0,0,,
4080-M-F,10:30:00,10:30:00,370,14,0,0,,
4082-M-F,11:48:00,11:48:00,traceFkPlaza,10,0,0,,
4082-M-F,11:53:00,11:53:00,377,20,0,0,,
4082-M-F,11:59:00,11:59:00,378,30,0,0,,
4082-M-F,12:03:00,12:03:00,AlCrApt,40,0,0,,
4082-M-F,12:09:00,12:09:00,376,50,0,0,,
4082-M-F,12:15:00,12:15:00,375,60,0,0,,
4082-M-F,12:20:00,12:20:00,374,70,0,0,,
4082-M-F,12:25:00,12:25:00,WhitesPlaza,80,0,0,,
4082-M-F,12:30:00,12:30:00,WhitesPlaza,90,0,0,,
4082-M-F,12:33:00,12:33:00,lincolnCourt,100,0,0,,
4082-M-F,12:37:00,12:37:00,71,110,0,0,,
4082-M-F,12:39:00,12:39:00,ham_saveAlot,120,0,0,,
4084-M-F,13:15:00,13:15:00,WhitesPlaza,10,0,0,,
4084-M-F,13:18:00,13:18:00,lincolnCourt,20,0,0,,
4084-M-F,13:22:00,13:22:00,71,30,0,0,,
4084-M-F,13:24:00,13:24:00,ham_saveAlot,40,0,0,,
4084-M-F,13:31:00,13:31:00,371,50,0,0,,
4084-M-F,13:39:00,13:39:00,370,60,0,0,,
4090-M-F,15:02:00,15:02:00,traceFkPlaza,10,0,0,,
4090-M-F,15:07:00,15:07:00,377,20,0,0,,
4090-M-F,15:13:00,15:13:00,378,30,0,0,,
4090-M-F,15:17:00,15:17:00,AlCrApt,40,0,0,,
4090-M-F,15:23:00,15:23:00,376,50,0,0,,
4090-M-F,15:29:00,15:29:00,375,60,0,0,,
4090-M-F,15:32:00,15:32:00,374,70,0,0,,
4090-M-F,15:35:00,15:35:00,WhitesPlaza,80,0,0,,
4090-M-F,15:40:00,15:40:00,WhitesPlaza,90,0,0,,
4090-M-F,15:43:00,15:43:00,lincolnCourt,100,0,0,,
4090-M-F,15:47:00,15:47:00,71,110,0,0,,
4090-M-F,15:49:00,15:49:00,ham_saveAlot,120,0,0,,
4090-M-F,15:56:00,15:56:00,371,130,0,0,,
4090-M-F,16:04:00,16:04:00,370,140,0,0,,
4091-M-F,17:27:00,17:27:00,traceFkPlaza,10,0,0,,
4091-M-F,17:32:00,17:32:00,377,20,0,0,,
4091-M-F,17:38:00,17:38:00,378,30,0,0,,
4091-M-F,17:42:00,17:42:00,AlCrApt,40,0,0,,
4091-M-F,17:47:00,17:47:00,376,50,0,0,,
4091-M-F,17:53:00,17:53:00,375,60,0,0,,
4091-M-F,17:56:00,17:56:00,374,70,0,0,,
4091-M-F,18:00:00,18:00:00,WhitesPlaza,80,0,0,,
4091-M-F,18:05:00,18:05:00,WhitesPlaza,90,0,0,,
4092-MWF,07:50:00,07:50:00,camc,10,0,0,,
4092-MWF,08:10:00,08:10:00,soRidge,20,0,0,,
4092-MWF,08:21:00,08:21:00,alumCreek,30,0,0,,
4092-MWF,08:28:00,08:28:00,julian,40,0,0,,
4092-MWF,08:48:00,08:48:00,429,50,0,0,,
4092-MWF,09:10:00,09:10:00,430,60,0,0,,
4092-MWF,09:15:00,09:15:00,431,70,0,0,,
4092-MWF,09:20:00,09:20:00,432,80,0,0,,
4092-MWF,09:25:00,09:25:00,484,90,0,0,,
4097-MWF,11:35:00,11:35:00,krtTransMall,10,0,0,,
4097-MWF,11:47:00,11:47:00,traceFkPlaza,20,0,0,,
4097-MWF,11:51:00,11:51:00,dudTarget,30,0,0,,
4097-MWF,12:10:00,12:10:00,soRidge,40,0,0,,
4097-MWF,12:21:00,12:21:00,alumCreek,50,0,0,,
4097-MWF,12:28:00,12:28:00,julian,60,0,0,,
4097-MWF,12:45:00,12:45:00,booneDHHR,70,0,0,,
4097-MWF,12:53:00,12:53:00,453,80,0,0,,
4097-MWF,13:00:00,13:00:00,391,90,0,0,,
4097-MWF,13:05:00,13:05:00,booneCourt,100,0,0,,
4097-MWF,13:12:00,13:12:00,booneHosp,110,0,0,,
4097-MWF,13:14:00,13:14:00,429,120,0,0,,
4097-MWF,13:30:00,13:30:00,430,130,0,0,,
4097-MWF,13:35:00,13:35:00,431,140,0,0,,
4097-MWF,13:40:00,13:40:00,432,150,0,0,,
4097-MWF,13:45:00,13:45:00,484,160,0,0,,
4111-MWF,16:28:00,16:28:00,camc,10,0,0,,
4111-MWF,16:35:00,16:35:00,478,20,0,0,,
4111-MWF,16:40:00,16:40:00,479,30,0,0,,
4111-MWF,16:45:00,16:45:00,krtTransMall,40,0,0,,
4111-MWF,16:57:00,16:57:00,traceFkPlaza,50,0,0,,
4111-MWF,17:00:00,17:00:00,dudTarget,60,0,0,,
4111-MWF,17:05:00,17:05:00,soRidge,70,0,0,,
4111-MWF,17:15:00,17:15:00,alumCreek,80,0,0,,
4111-MWF,17:22:00,17:22:00,julian,90,0,0,,
4111-MWF,17:30:00,17:30:00,394,100,0,0,,
4111-MWF,17:35:00,17:35:00,453,110,0,0,,
4111-MWF,17:39:00,17:39:00,391,120,0,0,,
4111-MWF,17:43:00,17:43:00,booneCourt,130,0,0,,
4111-MWF,17:48:00,17:48:00,booneHosp,140,0,0,,
4111-MWF,17:50:00,17:50:00,429,150,0,0,,
4111-MWF,18:05:00,18:05:00,430,160,0,0,,
4111-MWF,18:10:00,18:10:00,431,170,0,0,,
4111-MWF,18:15:00,18:15:00,432,180,0,0,,
4111-MWF,18:20:00,18:20:00,484,190,0,0,,
4112-Th,11:15:00,11:15:00,soRidge,10,0,0,,
4112-Th,11:18:00,11:18:00,dudTarget,20,0,0,,
4112-Th,11:20:00,11:20:00,traceFkPlaza,30,0,0,,
4112-Th,11:30:00,11:30:00,krtTransMall,40,0,0,,
4112-Th,11:50:00,11:50:00,camc,50,0,0,,
4112-Th,12:00:00,12:00:00,kanMall,60,0,0,,
4112-Th,12:10:00,12:10:00,marmet,70,0,0,,
4112-Th,12:25:00,12:25:00,411,80,0,0,,
4112-Th,12:28:00,12:28:00,bloomingrose,90,0,0,,
4112-Th,12:29:00,12:29:00,comfort,100,0,0,,
4112-Th,12:31:00,12:31:00,414,110,0,0,,
4112-Th,12:38:00,12:38:00,425,120,0,0,,
4112-Th,12:45:00,12:45:00,426,130,0,0,,
4112-Th,12:49:00,12:49:00,427,140,0,0,,
4112-Th,12:50:00,12:50:00,428,150,0,0,,
4113-Th,15:45:00,15:45:00,soRidge,10,0,0,,
4113-Th,15:48:00,15:48:00,dudTarget,20,0,0,,
4113-Th,15:50:00,15:50:00,traceFkPlaza,30,0,0,,
4113-Th,16:00:00,16:00:00,krtTransMall,40,0,0,,
4113-Th,16:20:00,16:20:00,camc,50,0,0,,
4113-Th,16:30:00,16:30:00,kanMall,60,0,0,,
4113-Th,16:40:00,16:40:00,marmet,70,0,0,,
4113-Th,16:55:00,16:55:00,411,80,0,0,,
4113-Th,16:58:00,16:58:00,bloomingrose,90,0,0,,
4113-Th,16:59:00,16:59:00,comfort,100,0,0,,
4113-Th,17:01:00,17:01:00,414,110,0,0,,
4113-Th,17:08:00,17:08:00,425,120,0,0,,
4113-Th,17:15:00,17:15:00,426,130,0,0,,
4113-Th,17:19:00,17:19:00,427,140,0,0,,
4113-Th,17:20:00,17:20:00,428,150,0,0,,
