shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
R21_in_TraceFk_SoRg_local, 38.320880, -81.715799, 1, 0.00
R21_in_TraceFk_SoRg_local, 38.321569, -81.715402, 2, 0.05
R21_in_TraceFk_SoRg_local, 38.322168, -81.715019, 3, 0.10
R21_in_TraceFk_SoRg_local, 38.322282, -81.714915, 4, 0.11
R21_in_TraceFk_SoRg_local, 38.322370, -81.714656, 5, 0.12
R21_in_TraceFk_SoRg_local, 38.322431, -81.714426, 6, 0.14
R21_in_TraceFk_SoRg_local, 38.322688, -81.713585, 7, 0.19
R21_in_TraceFk_SoRg_local, 38.322814, -81.710808, 8, 0.34
R21_in_TraceFk_SoRg_local, 38.321310, -81.710633, 9, 0.44
R21_in_TraceFk_SoRg_local, 38.321132, -81.710746, 10, 0.45
R21_in_TraceFk_SoRg_local, 38.320750, -81.711806, 11, 0.52
R21_in_TraceFk_SoRg_local, 38.320074, -81.712581, 12, 0.58
R21_in_TraceFk_SoRg_local, 38.319776, -81.712728, 13, 0.60
R21_in_TraceFk_SoRg_local, 38.319490, -81.713004, 14, 0.63
R21_in_TraceFk_SoRg_local, 38.319030, -81.713443, 15, 0.67
R21_in_TraceFk_SoRg_local, 38.318698, -81.713648, 16, 0.69
R21_in_TraceFk_SoRg_local, 38.318013, -81.714036, 17, 0.74
R21_in_TraceFk_SoRg_local, 38.317456, -81.713217, 18, 0.80
R21_in_TraceFk_SoRg_local, 38.316982, -81.712521, 19, 0.85
R21_in_TraceFk_SoRg_local, 38.316614, -81.711901, 20, 0.90
R21_in_TraceFk_SoRg_local, 38.316508, -81.711448, 21, 0.92
R21_in_TraceFk_SoRg_local, 38.316368, -81.711223, 22, 0.94
R21_in_TraceFk_SoRg_local, 38.316200, -81.711134, 23, 0.95
R21_in_TraceFk_SoRg_local, 38.315922, -81.711189, 24, 0.97
R21_in_TraceFk_SoRg_local, 38.315734, -81.711357, 25, 0.98
R21_in_TraceFk_SoRg_local, 38.315644, -81.711571, 26, 1.00
R21_in_TraceFk_SoRg_local, 38.315474, -81.712704, 27, 1.06
R21_in_TraceFk_SoRg_local, 38.315290, -81.713313, 28, 1.10
R21_in_TraceFk_SoRg_local, 38.315304, -81.713547, 29, 1.11
R21_in_TraceFk_SoRg_local, 38.315534, -81.713765, 30, 1.13
R21_in_TraceFk_SoRg_local, 38.315408, -81.714540, 31, 1.17
R21_in_TraceFk_SoRg_local, 38.315238, -81.714935, 32, 1.20
R21_in_TraceFk_SoRg_local, 38.315048, -81.715087, 33, 1.21
R21_in_TraceFk_SoRg_local, 38.314844, -81.715091, 34, 1.23
R21_in_TraceFk_SoRg_local, 38.314552, -81.714913, 35, 1.25
R21_in_TraceFk_SoRg_local, 38.314164, -81.714464, 36, 1.28
R21_in_TraceFk_SoRg_local, 38.313958, -81.714321, 37, 1.30
R21_in_TraceFk_SoRg_local, 38.313784, -81.714356, 38, 1.31
R21_in_TraceFk_SoRg_local, 38.313710, -81.713775, 39, 1.34
R21_in_TraceFk_SoRg_local, 38.313556, -81.713429, 40, 1.37
R21_in_TraceFk_SoRg_local, 38.313098, -81.713008, 41, 1.41
R21_in_TraceFk_SoRg_local, 38.312742, -81.712411, 42, 1.45
R21_in_TraceFk_SoRg_local, 38.312526, -81.712190, 43, 1.46
R21_in_TraceFk_SoRg_local, 38.312134, -81.711958, 44, 1.49
R21_in_TraceFk_SoRg_local, 38.312030, -81.712030, 45, 1.50
R21_in_TraceFk_SoRg_local, 38.311936, -81.712346, 46, 1.52
R21_in_TraceFk_SoRg_local, 38.312092, -81.712471, 47, 1.53
R21_in_TraceFk_SoRg_local, 38.312282, -81.712148, 48, 1.56
R21_in_TraceFk_SoRg_local, 38.312320, -81.712065, 49, 1.56
R21_in_TraceFk_SoRg_local, 38.312634, -81.712279, 50, 1.59
R21_in_TraceFk_SoRg_local, 38.312792, -81.712476, 51, 1.60
R21_in_TraceFk_SoRg_local, 38.313014, -81.712860, 52, 1.63
R21_in_TraceFk_SoRg_local, 38.313140, -81.713057, 53, 1.64
R21_in_TraceFk_SoRg_local, 38.313510, -81.713391, 54, 1.67
R21_in_TraceFk_SoRg_local, 38.313684, -81.713558, 55, 1.69
R21_in_TraceFk_SoRg_local, 38.313792, -81.713712, 56, 1.70
R21_in_TraceFk_SoRg_local, 38.313870, -81.714201, 57, 1.73
R21_in_TraceFk_SoRg_local, 38.313884, -81.714337, 58, 1.73
R21_in_TraceFk_SoRg_local, 38.313998, -81.714338, 59, 1.74
R21_in_TraceFk_SoRg_local, 38.314186, -81.714508, 60, 1.76
R21_in_TraceFk_SoRg_local, 38.314496, -81.714882, 61, 1.79
R21_in_TraceFk_SoRg_local, 38.314794, -81.715061, 62, 1.81
R21_in_TraceFk_SoRg_local, 38.314996, -81.715084, 63, 1.82
R21_in_TraceFk_SoRg_local, 38.315184, -81.714984, 64, 1.84
R21_in_TraceFk_SoRg_local, 38.315312, -81.714805, 65, 1.85
R21_in_TraceFk_SoRg_local, 38.315392, -81.714595, 66, 1.86
R21_in_TraceFk_SoRg_local, 38.315526, -81.713842, 67, 1.90
R21_in_TraceFk_SoRg_local, 38.315587, -81.713609, 68, 1.92
R21_in_TraceFk_SoRg_local, 38.315738, -81.713368, 69, 1.93
R21_in_TraceFk_SoRg_local, 38.315872, -81.713329, 70, 1.94
R21_in_TraceFk_SoRg_local, 38.316056, -81.713337, 71, 1.96
R21_in_TraceFk_SoRg_local, 38.316214, -81.713368, 72, 1.97
R21_in_TraceFk_SoRg_local, 38.316404, -81.713554, 73, 1.98
R21_in_TraceFk_SoRg_local, 38.317142, -81.714896, 74, 2.07
R21_in_TraceFk_SoRg_local, 38.317539, -81.715479, 75, 2.12
R21_in_TraceFk_SoRg_local, 38.318160, -81.716181, 76, 2.17
R21_in_TraceFk_SoRg_local, 38.317574, -81.716141, 77, 2.21
R21_in_TraceFk_SoRg_local, 38.317090, -81.716266, 78, 2.25
R21_in_TraceFk_SoRg_local, 38.316724, -81.716518, 79, 2.28
R21_in_TraceFk_SoRg_local, 38.316044, -81.717211, 80, 2.34
R21_in_TraceFk_SoRg_local, 38.315644, -81.717662, 81, 2.37
R21_in_TraceFk_SoRg_local, 38.315212, -81.718260, 82, 2.42
R21_in_TraceFk_SoRg_local, 38.314826, -81.719384, 83, 2.48
R21_in_TraceFk_SoRg_local, 38.314620, -81.719747, 84, 2.51
R21_in_TraceFk_SoRg_local, 38.314426, -81.719872, 85, 2.52
R21_in_TraceFk_SoRg_local, 38.314066, -81.720037, 86, 2.55
R21_in_TraceFk_SoRg_local, 38.313664, -81.720216, 87, 2.58
R21_in_TraceFk_SoRg_local, 38.313924, -81.721186, 88, 2.63
R21_in_TraceFk_SoRg_local, 38.314232, -81.721928, 89, 2.68
R21_in_TraceFk_SoRg_local, 38.314520, -81.722556, 90, 2.72
R21_in_TraceFk_SoRg_local, 38.314794, -81.723056, 91, 2.75
R21_in_TraceFk_SoRg_local, 38.315342, -81.723646, 92, 2.80
R21_in_TraceFk_SoRg_local, 38.315660, -81.724051, 93, 2.83
R21_in_TraceFk_SoRg_local, 38.317190, -81.721895, 94, 2.99
R21_in_TraceFk_SoRg_local, 38.318890, -81.719493, 95, 3.17
R21_in_TraceFk_SoRg_local, 38.320154, -81.717757, 96, 3.29
R21_in_TraceFk_SoRg_local, 38.320404, -81.717429, 97, 3.32
R21_in_TraceFk_SoRg_local, 38.321108, -81.716771, 98, 3.38
R21_in_TraceFk_SoRg_local, 38.323531, -81.715492, 99, 3.56
R21_in_TraceFk_SoRg_local, 38.323983, -81.716316, 100, 3.62
R21_in_TraceFk_SoRg_local, 38.324531, -81.717055, 101, 3.67
R21_in_TraceFk_SoRg_local, 38.324823, -81.716703, 102, 3.70
R21_in_TraceFk_SoRg_local, 38.325018, -81.716355, 103, 3.72
R21_in_TraceFk_SoRg_local, 38.325265, -81.715843, 104, 3.75
R21_in_TraceFk_SoRg_local, 38.325499, -81.715307, 105, 3.79
R21_in_TraceFk_SoRg_local, 38.325709, -81.715034, 106, 3.81
R21_in_TraceFk_SoRg_local, 38.326482, -81.714675, 107, 3.86
R21_in_TraceFk_SoRg_local, 38.326728, -81.714655, 108, 3.88
R21_in_TraceFk_SoRg_local, 38.327967, -81.714627, 109, 3.97
R21_in_TraceFk_SoRg_local, 38.328500, -81.714300, 110, 4.01
R21_in_TraceFk_SoRg_local, 38.329123, -81.713874, 111, 4.06
