Worksheet:01_out_Sun_SA_KanTer_60-35
2015-12-12 11:30:29.008966   Required value missing. in calendar.
2015-12-12 11:30:29.049625   Required value missing. trip line i:27 route_id:route_id service_id:service_id trip_id:01_SA_out_Sun_KanTer_60-35-a
2015-12-12 11:30:29.050658   Required value missing. trip line i:27 route_id:route_id service_id:service_id trip_id:01_SA_out_Sun_KanTer_60-35-b
2015-12-12 11:30:29.051606   Required value missing. trip line i:27 route_id:route_id service_id:service_id trip_id:01_SA_out_Sun_KanTer_60-35-c
2015-12-12 11:30:29.052539   Required value missing. trip line i:27 route_id:route_id service_id:service_id trip_id:01_SA_out_Sun_KanTer_60-35-d
2015-12-12 11:30:29.053491   Required value missing. trip line i:27 route_id:route_id service_id:service_id trip_id:01_SA_out_Sun_KanTer_60-35-e
2015-12-12 11:30:29.054413   Required value missing. trip line i:27 route_id:route_id service_id:service_id trip_id:01_SA_out_Sun_KanTer_60-35-f
