route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
R16,saturdays,16out_10,Alcoa,,0,,16_Out,1
R16,saturdays,16out_11,Alcoa,,0,,16_Out,1
R16,saturdays,16out_12,Alcoa,,0,,16_Out,1
R16,saturdays,16out_13,Alcoa,,0,,16_Out,1
R16,saturdays,16out_14,Alcoa,,0,,16_Out,1
R16,saturdays,16in_8,Laidley Transit Mall,,1,,16_In,1
R16,saturdays,16in_9,Laidley Transit Mall,,1,,16_In,1
R16,saturdays,16in_10,Laidley Transit Mall,,1,,16_In,1
R16,saturdays,16in_11,Laidley Transit Mall,,1,,16_In,1
R16,saturdays,16in_12,Laidley Transit Mall,,1,,16_In,1
R16,saturdays,16in_13,Laidley Transit Mall,,1,,16_In,1
R16,saturdays,16in_14,Laidley Transit Mall,,1,,16_In,1
R18,opdays,18out_1,Riverwalk,,0,,18_TP_Out,1
R18,opdays,18out_2,Riverwalk,,0,,18_TP_Out,1
R18,opdays,18out_3,Riverwalk,,0,,18_TP_Out,1
R18,opdays,18out_4,Riverwalk,,0,,18_TP_Out,1
R18,opdays,18out_5,Riverwalk,,0,,18_TP_Out,1
R18,opdays,18out_dst_1,Riverwalk,,0,,18_TP_Out,1
R18,opdays,18in_1,Laidley Transit Mall,,1,,18_TP_In,1
R18,opdays,18in_2,Laidley Transit Mall,,1,,18_TP_In,1
R18,opdays,18in_3,Laidley Transit Mall,,1,,18_TP_In,1
R18,opdays,18in_4,Laidley Transit Mall,,1,,18_TP_In,1
R18,opdays,18in_5,Laidley Transit Mall,,1,,18_TP_In,1
R18,opdays,18in_dst_1,Laidley Transit Mall,,1,,18_TP_In,1
R2,weekdays,2out_g_1,Eastbank,,0,,2_Out,1
R2,weekdays,2out_g_2,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_1,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_2,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_3,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_4,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_5,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_6,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_7,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_8,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_9,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_10,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_11,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_12,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_13,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_14,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_15,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_16,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_17,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_18,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_19,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_20,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_21,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_22,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_23,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_24,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_25,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_26,Eastbank,,0,,2_KM_Out,1
R2,weekdays,2out_rt1_27,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_28,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt1_29,Eastbank,,0,,2_Out,1
R2,weekdays,2out_rt23_1,Eastbank,,0,,2_Out,1
R2,weekdays,2in_rt1_1,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_2,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_3,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_4,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_5,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_6,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_7,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_8,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_9,Stockton,,1,,2_KM_In,1
R2,weekdays,2in_rt1_10,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_11,Stockton,,1,,2_KM_In,1
R2,weekdays,2in_rt1_12,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_13,Stockton,,1,,2_KM_In,1
R2,weekdays,2in_rt1_14,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_15,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_16,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_17,Stockton,,1,,2_KM_In,1
R2,weekdays,2in_rt1_18,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_19,Stockton,,1,,2_KM_In,1
R2,weekdays,2in_rt1_20,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_21,Stockton,,1,,2_KM_In,1
R2,weekdays,2in_rt1_22,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_23,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_24,Stockton,,1,,2_In,1
R2,weekdays,2in_rt1_25,Stockton,,1,,2_In,1
R2,weekdays,2in_g_1,Stockton,,1,,2_In,1
R2,weekdays,2in_g_2,Stockton,,1,,2_In,1
R2,weekdays,2in_g_3,Stockton,,1,,2_In,1
R2,weekdays,2in_g_4,Stockton,,1,,2_In,1
R2,weekdays,2in_g_5,Stockton,,1,,2_KM_In,1
R2,weekdays,2in_g_6,Stockton,,1,,2_In,1
R2,weekdays,2in_g_7,Stockton,,1,,2_In,1
R2,weekdays,2in_g_8,Stockton,,1,,2_KM_In,1
R2,sundays,2out_g_5,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_57,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_58,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_59,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_60,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_61,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_62,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_63,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_64,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_65,Eastbank,,0,,2_Out,1
R2,sundays,2out_rt1_66,Eastbank,,0,,2_Out,1
R2,sundays,2in_rt1_53,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_54,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_55,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_56,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_57,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_58,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_59,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_60,Stockton,,1,,2_In,1
R2,sundays,2in_g_13,Stockton,,1,,2_In,1
R2,saturdays,2out_g_3,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_g_4,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_30,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_31,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_rt1_32,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_33,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_rt1_34,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_35,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_rt1_36,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_37,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_38,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_39,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_40,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_41,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_42,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_43,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_44,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_45,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_46,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_47,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_rt1_48,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_49,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_rt1_50,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_51,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_rt1_52,Eastbank,,0,,2_KM_Out,1
R2,saturdays,2out_rt1_53,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_54,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_55,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt1_56,Eastbank,,0,,2_Out,1
R2,saturdays,2out_rt22_1,Eastbank,,0,,2_Out,1
R2,saturdays,2in_rt1_26,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_27,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_28,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_29,Stockton,,1,,2_KM_In,1
R2,saturdays,2in_rt1_30,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_31,Stockton,,1,,2_KM_In,1
R2,saturdays,2in_rt1_32,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_33,Stockton,,1,,2_KM_In,1
R2,saturdays,2in_rt1_34,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_35,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_36,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_37,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_38,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_39,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_40,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_41,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_42,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_43,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_44,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_45,Stockton,,1,,2_KM_In,1
R2,saturdays,2in_rt1_46,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_47,Stockton,,1,,2_KM_In,1
R2,saturdays,2in_rt1_48,Stockton,,1,,2_In,1
R2,saturdays,2in_rt1_49,Stockton,,1,,2_KM_In,1
R2,saturdays,2in_rt1_50,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_51,Stockton,,1,,2_In,1
R2,sundays,2in_rt1_52,Stockton,,1,,2_In,1
R2,saturdays,2in_g_9,Stockton,,1,,2_KM_In,1
R2,saturdays,2in_g_10,Stockton,,1,,2_In,1
R2,saturdays,2in_g_11,Stockton,,1,,2_In,1
R2,saturdays,2in_g_12,Stockton,,1,,2_In,1
R20,weekdays,20out_1,Capitol,,0,,20_Out,1
R20,weekdays,20out_2,Capitol,,0,,20_Out,1
R20,weekdays,20out_3,Capitol,,0,,20_Out,1
R20,weekdays,20out_4,Capitol,,0,,20_Out,1
R20,weekdays,20out_5,Capitol,,0,,20_Out,1
R20,weekdays,20out_6,Capitol,,0,,20_Out,1
R20,weekdays,20out_7,Capitol,,0,,20_Out,1
R20,weekdays,20out_8,Capitol,,0,,20_Out,1
R20,weekdays,20out_9,Capitol,,0,,20_Out,1
R20,weekdays,20out_10,Capitol,,0,,20_Out,1
R20,weekdays,20out_11,Capitol,,0,,20_Out,1
R20,weekdays,20out_12,Capitol,,0,,20_Out,1
R20,weekdays,20out_13,Capitol,,0,,20_Out,1
R20,weekdays,20out_14,Capitol,,0,,20_Out,1
R20,weekdays,20out_15,Capitol,,0,,20_Out,1
R20,weekdays,20out_16,Capitol,,0,,20_Out,1
R20,weekdays,20out_17,Capitol,,0,,20_Out,1
R20,weekdays,20out_18,Capitol,,0,,20_Out,1
R20,weekdays,20out_19,Capitol,,0,,20_Out,1
R20,weekdays,20out_20,Capitol,,0,,20_Out,1
R20,weekdays,20out_21,Capitol,,0,,20_Out,1
R20,weekdays,20out_trol_1,Capitol,,0,,20_Out,1
R20,weekdays,20out_trol_2,Capitol,,0,,20_Out,1
R20,weekdays,20out_trol_3,Capitol,,0,,20_Out,1
R20,weekdays,20out_trol_4,Capitol,,0,,20_Out,1
R20,weekdays,20out_trol_5,Capitol,,0,,20_Out,1
R20,weekdays,20out_trol_6,Capitol,,0,,20_Out,1
R20,weekdays,20out_trol_7,Capitol,,0,,20_Out,1
R20,weekdays,20in_1,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_2,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_3,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_4,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_5,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_6,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_7,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_8,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_9,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_10,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_11,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_12,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_13,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_14,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_15,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_16,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_17,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_18,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_19,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_20,Laidley Transit Mall,,1,,20_In,1
R20,weekdays,20in_21,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20out_22,Capitol,,0,,20_Out,1
R20,saturdays,20out_23,Capitol,,0,,20_Out,1
R20,saturdays,20out_24,Capitol,,0,,20_Out,1
R20,saturdays,20out_25,Capitol,,0,,20_Out,1
R20,saturdays,20out_26,Capitol,,0,,20_Out,1
R20,saturdays,20out_27,Capitol,,0,,20_Out,1
R20,saturdays,20out_28,Capitol,,0,,20_Out,1
R20,saturdays,20out_29,Capitol,,0,,20_Out,1
R20,saturdays,20out_30,Capitol,,0,,20_Out,1
R20,saturdays,20out_31,Capitol,,0,,20_Out,1
R20,saturdays,20out_trol_8,Capitol,,0,,20_Out,1
R20,saturdays,20out_trol_9,Capitol,,0,,20_Out,1
R20,saturdays,20out_trol_10,Capitol,,0,,20_Out,1
R20,saturdays,20out_trol_11,Capitol,,0,,20_Out,1
R20,saturdays,20out_trol_12,Capitol,,0,,20_Out,1
R20,saturdays,20out_trol_13,Capitol,,0,,20_Out,1
R20,saturdays,20out_trol_14,Capitol,,0,,20_Out,1
R20,saturdays,20in_22,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_23,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_24,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_25,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_26,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_27,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_28,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_29,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_30,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_31,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_trol_1_sat,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_trol_2_sat,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_trol_3_sat,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_trol_4_sat,Laidley Transit Mall,,1,,20_In,1
R20,saturdays,20in_trol_5_sat,Laidley Transit Mall,,1,,20_In,1
R21,weekdays,21out_fasck_1,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_trgfc_1,Alum Creek,,0,,21_Out,1
R21,weekdays,21out_jail_1,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_2,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_3,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_4,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_5,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_6,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_7,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_8,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_9,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_10,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_11,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_jail_12,Alum Creek,,0,,21_Jail_Out,1
R21,weekdays,21out_tffc_1,Alum Creek,,0,,21_Out,1
R21,weekdays,21out_tffc_2,Alum Creek,,0,,21_Out,1
R21,weekdays,21in_full_1,Laindley,,1,,21_Jail_In,1
R21,weekdays,21in_full_2,Laindley,,1,,21_Jail_In,1
R21,weekdays,21in_ltm_1,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_2,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_3,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_4,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_5,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_6,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_7,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_8,Laindley,,1,,21_In,1
R21,weekdays,21in_ltm_9,Laindley,,1,,21_In,1
R21,weekdays,21in_tfoak_1,Laindley,,1,,21_In,1
R21,weekdays,21in_tfoak_2,Laindley,,1,,21_In,1
R21,weekdays,21in_tfoak_3,Laindley,,1,,21_In,1
R21,weekdays,21in_fachk_1,Laindley,,1,,21_In,1
R21,weekdays,21in_fachk_2,Laindley,,1,,21_In,1
R21,sundays,21out_tf_1,Alum Creek,,0,,21_Jail_Out,1
R21,sundays,21out_tf_2,Alum Creek,,0,,21_Jail_Out,1
R21,sundays,21out_tf_3,Alum Creek,,0,,21_Jail_Out,1
R21,sundays,21out_wmtrg_1,Alum Creek,,0,,21_Out,1
R21,sundays,21in_sundavis_1,Laindley,,1,,21_Jail_In,1
R21,sundays,21in_sundavis_2,Laindley,,1,,21_Jail_In,1
R21,sundays,21in_sundavis_3,Laindley,,1,,21_Jail_In,1
R21,sundays,21in_sun_1,Laindley,,1,,21_Jail_In,1
R21,sundays,21in_sun_2,Laindley,,1,,21_Jail_In,1
R21,saturdays,21out_jail_13,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_14,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_15,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_16,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_17,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_18,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_19,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_20,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_21,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_22,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_23,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21out_jail_24,Alum Creek,,0,,21_Jail_Out,1
R21,saturdays,21in_ltm_10,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_11,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_12,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_13,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_14,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_15,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_16,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_17,Laindley,,1,,21_In,1
R21,saturdays,21in_ltm_18,Laindley,,1,,21_In,1
R21,saturdays,21in_tfoak_4,Laindley,,1,,21_In,1
R21,saturdays,21in_tfoak_5,Laindley,,1,,21_In,1
R22,weekdays,22out_g_1,Montgomery,,0,,22_Out,1
R22,weekdays,22out_g_2,Montgomery,,0,,22_Out,1
R22,weekdays,22out_g_3,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_1,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_2,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_3,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_4,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_5,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_6,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_7,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_8,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_9,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_10,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_11,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_12,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_13,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_14,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_15,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_16,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_17,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_18,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_19,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_20,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_21,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_22,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_23,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_24,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_25,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt1_26,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt22_1,Montgomery,,0,,22_Out,1
R22,weekdays,22out_rt22_2,Montgomery,,0,,22_Out,1
R22,weekdays,22in_rt2_1,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_2,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_3,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_4,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_5,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_6,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_7,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_8,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_9,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_10,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_11,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_12,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_13,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_14,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_15,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_16,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_17,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_18,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_19,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_20,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt2_22,Patrick Street,,1,,22_In,1
R22,weekdays,22in_rt1_1,Stockton,,1,,22_In,1
R22,weekdays,22in_g_1,Stockton,,1,,22_In,1
R22,weekdays,22in_g_2,Stockton,,1,,22_In,1
R22,weekdays,22in_g_3,Stockton,,1,,22_In,1
R22,weekdays,22in_g_4,Stockton,,1,,22_In,1
R22,weekdays,22in_g_5,Stockton,,1,,22_In,1
R22,weekdays,22in_ltm_1,Laidley Transit Mall,,1,,22_In,1
R22,weekdays,22in_ltm_2,Laidley Transit Mall,,1,,22_In,1
R22,weekdays,22in_rt21_1,Laidley Transit Mall,,1,,22_In,1
R22,weekdays,22in_rt22_1,Laidley Transit Mall,,1,,22_In,1
R22,weekdays,23in_2,Laidley Transit Mall,,1,,23_In,1
R22,sundays,22out_g_7,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_1,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_2,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_3,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_4,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_5,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_6,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_7,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_8,Montgomery,,0,,22_Out,1
R22,sundays,22out_rt3_9,Montgomery,,0,,22_Out,1
R22,sundays,22in_g_10,Stockton,,1,,22_In,1
R22,sundays,22in_rt3_1,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_2,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_3,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_4,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_5,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_6,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_7,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_8,Laidley Transit Mall,,1,,22_In,1
R22,sundays,22in_rt3_9,Laidley Transit Mall,,1,,22_In,1
R22,saturdays,22out_g_4,Montgomery,,0,,22_Out,1
R22,saturdays,22out_g_5,Montgomery,,0,,22_Out,1
R22,saturdays,22out_g_6,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_27,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_28,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_29,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_30,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_31,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_32,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_33,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_34,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_35,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_36,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_37,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_38,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_39,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_40,Montgomery,,0,,22_Out,1
R22,saturdays,22out_rt1_41,Montgomery,,0,,22_Out,1
