shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Mtwn_Chas_7,39.62926,-79.95958,1,
Mtwn_Chas_7,39.62918,-79.95963,2,
Mtwn_Chas_7,39.62916,-79.95965,3,
Mtwn_Chas_7,39.62877,-79.95994,4,
Mtwn_Chas_7,39.62873,-79.95995,5,
Mtwn_Chas_7,39.62842,-79.95992,6,
Mtwn_Chas_7,39.62816,-79.95977,7,
Mtwn_Chas_7,39.62882,-79.95924,8,
Mtwn_Chas_7,39.62939,-79.95876,9,
Mtwn_Chas_7,39.62952,-79.95864,10,
Mtwn_Chas_7,39.6297,-79.9585,11,
Mtwn_Chas_7,39.63017,-79.95807,12,
Mtwn_Chas_7,39.63029,-79.95795,13,
Mtwn_Chas_7,39.63058,-79.9577,14,
Mtwn_Chas_7,39.63059,-79.9577,15,
Mtwn_Chas_7,39.63063,-79.95766,16,
Mtwn_Chas_7,39.63101,-79.95733,17,
Mtwn_Chas_7,39.6314,-79.95701,18,
Mtwn_Chas_7,39.63152,-79.9569,19,
Mtwn_Chas_7,39.63181,-79.95666,20,
Mtwn_Chas_7,39.63191,-79.95664,21,
Mtwn_Chas_7,39.63197,-79.95662,22,
Mtwn_Chas_7,39.63408,-79.95657,23,
Mtwn_Chas_7,39.63412,-79.95656,24,
Mtwn_Chas_7,39.63444,-79.95656,25,
Mtwn_Chas_7,39.63489,-79.95658,26,
Mtwn_Chas_7,39.63516,-79.95661,27,
Mtwn_Chas_7,39.63555,-79.95668,28,
Mtwn_Chas_7,39.63588,-79.95678,29,
Mtwn_Chas_7,39.63595,-79.95679,30,
Mtwn_Chas_7,39.63643,-79.95691,31,
Mtwn_Chas_7,39.63649,-79.95693,32,
Mtwn_Chas_7,39.6366,-79.95699,33,
Mtwn_Chas_7,39.63682,-79.95714,34,
Mtwn_Chas_7,39.6373,-79.95753,35,
Mtwn_Chas_7,39.6386,-79.9585,36,
Mtwn_Chas_7,39.63881,-79.95867,37,
Mtwn_Chas_7,39.63894,-79.95874,38,
Mtwn_Chas_7,39.63967,-79.95926,39,
Mtwn_Chas_7,39.63977,-79.95934,40,
Mtwn_Chas_7,39.63985,-79.95948,41,
Mtwn_Chas_7,39.64023,-79.96004,42,
Mtwn_Chas_7,39.64029,-79.96014,43,
Mtwn_Chas_7,39.64039,-79.96027,44,
Mtwn_Chas_7,39.64093,-79.96107,45,
Mtwn_Chas_7,39.64095,-79.96111,46,
Mtwn_Chas_7,39.64161,-79.96206,47,
Mtwn_Chas_7,39.64202,-79.9627,48,
Mtwn_Chas_7,39.64211,-79.96276,49,
Mtwn_Chas_7,39.64237,-79.96322,50,
Mtwn_Chas_7,39.64293,-79.96258,51,
Mtwn_Chas_7,39.64328,-79.96238,52,
Mtwn_Chas_7,39.64434,-79.96181,53,
Mtwn_Chas_7,39.64539,-79.96119,54,
Mtwn_Chas_7,39.64552,-79.9611,55,
Mtwn_Chas_7,39.64608,-79.96075,56,
