Worksheet:01_Blue&Grey_Loop
2015-11-21 11:44:36.721554   Required value missing. in calendar.
2015-11-21 11:44:37.576782   Stop_id not in stop. i:3 stop_id:A stop_name:Barbour County Sr. Center stop_lat:39.1529799 stop_lon-80.0395160
2015-11-21 11:44:37.577381   Stop_id not in stop. i:6 stop_id:D stop_name:Shop-N-Save stop_lat:39.1449718 stop_lon-80.0367105
2015-11-21 11:44:37.578101   Stop_id not in stop. i:7 stop_id:E stop_name:Maple Terrace Apts. stop_lat:39.1621886 stop_lon-80.0418777
2015-11-21 11:44:37.578849   Stop_id not in stop. i:8 stop_id:F stop_name:Hyden Greene Apts. stop_lat:39.1569110 stop_lon-80.0394030
2015-11-21 11:44:37.579598   Stop_id not in stop. i:11 stop_id:D stop_name:Shop-N-Save stop_lat:39.1449718 stop_lon-80.0367105
2015-11-21 11:44:37.580337   Stop_id not in stop. i:12 stop_id:B stop_name:Baughman Towers stop_lat:39.1478374 stop_lon-80.0384381
2015-11-21 11:44:37.582301   Required value missing. trip line i:27 route_id:R1 service_id:weekday trip_id:R1_Blue&Grey_Loop-a
2015-11-21 11:44:37.582565   stop_id is not in stops list. trip line i:3 stop:['']
2015-11-21 11:44:37.583658   Stop time value missingline i:3 stop:['A', '', 'Barbour County Sr. Center', '', '39.1529799', '-80.0395160', '', '', '', '', '', ''] R1_Blue&Grey_Loop-a,08:00:00,08:00:00,A,10 
2015-11-21 11:44:37.584467   stop_id is not in stops list. trip line i:3 stop:['D', '', 'Shop-N-Save', '', '39.1449718', '-80.0367105', '', '', '', '', '', '']
2015-11-21 11:44:37.585650   stop_id is not in stops list. trip line i:3 stop:['E', '', 'Maple Terrace Apts.', '', '39.1621886', '-80.0418777', '', '', '', '', '', '']
2015-11-21 11:44:37.586047   stop_id is not in stops list. trip line i:3 stop:['F', '', 'Hyden Greene Apts.', '', '39.1569110', '-80.0394030', '', '', '', '', '', '']
2015-11-21 11:44:37.586371   stop_id is not in stops list. trip line i:3 stop:['D', '', 'Shop-N-Save', '', '39.1449718', '-80.0367105', '', '', '', '', '', '']
2015-11-21 11:44:37.586786   stop_id is not in stops list. trip line i:4 stop:['']
2015-11-21 11:44:37.587120   stop_id is not in stops list. trip line i:4 stop:['A', '', 'Barbour County Sr. Center', '', '39.1529799', '-80.0395160', '', '', '', '', '', '']
2015-11-21 11:44:37.587488   stop_id is not in stops list. trip line i:4 stop:['D', '', 'Shop-N-Save', '', '39.1449718', '-80.0367105', '', '', '', '', '', '']
2015-11-21 11:44:37.587862   stop_id is not in stops list. trip line i:4 stop:['E', '', 'Maple Terrace Apts.', '', '39.1621886', '-80.0418777', '', '', '', '', '', '']
2015-11-21 11:44:37.588232   stop_id is not in stops list. trip line i:4 stop:['F', '', 'Hyden Greene Apts.', '', '39.1569110', '-80.0394030', '', '', '', '', '', '']
2015-11-21 11:44:37.588610   stop_id is not in stops list. trip line i:4 stop:['D', '', 'Shop-N-Save', '', '39.1449718', '-80.0367105', '', '', '', '', '', '']
2015-11-21 11:44:37.588990   stop_id is not in stops list. trip line i:5 stop:['']
2015-11-21 11:44:37.589360   stop_id is not in stops list. trip line i:5 stop:['A', '', 'Barbour County Sr. Center', '', '39.1529799', '-80.0395160', '', '', '', '', '', '']
