stop_id,stop_name,stop_desc,stop_lat,stop_lon
"Lowe's (Kanawha City)__38.311844_-81.564811","Lowe's (Kanawha City)","",38.311844,-81.564811
"MacCorkle Ave & 116th St_MacCorkle Ave & 116th St_38.232670_-81.548520","MacCorkle Ave & 116th St","",38.232670,-81.548520
"MacCorkle Ave & 118th St_MacCorkle Ave & 118th St_38.229980_-81.544940","MacCorkle Ave & 118th St","",38.229980,-81.544940
"MacCorkle Ave & 120th St_MacCorkle Ave & 120th St_38.227161_-81.541097","MacCorkle Ave & 120th St","",38.227161,-81.541097
"MacCorkle Ave & 122nd St_MacCorkle Ave & 122nd St_38.225038_-81.538431","MacCorkle Ave & 122nd St","",38.225038,-81.538431
"MacCorkle Ave & 129th St_MacCorkle Ave & 129th St_38.221180_-81.533220","MacCorkle Ave & 129th St","",38.221180,-81.533220
"MacCorkle Ave & 135th St_MacCorkle Ave & 135th St_38.217530_-81.528720","MacCorkle Ave & 135th St","",38.217530,-81.528720
"MacCorkle Ave & 1st St_MacCorkle Ave & 1st St_38.376460_-81.784640","MacCorkle Ave & 1st St","",38.376460,-81.784640
"MacCorkle Ave & 33rd St_MacCorkle Ave & 33rd St_38.328485_-81.600943","MacCorkle Ave & 33rd St","",38.328485,-81.600943
"MacCorkle Ave & 37th St_MacCorkle Ave & 37th St_38.327994_-81.595692","MacCorkle Ave & 37th St","",38.327994,-81.595692
"MacCorkle Ave & 39th St_MacCorkle Ave & 39th St_38.327204_-81.591838","MacCorkle Ave & 39th St","",38.327204,-81.591838
"MacCorkle Ave & 41st St_MacCorkle Ave & 41st St_38.325992_-81.589295","MacCorkle Ave & 41st St","",38.325992,-81.589295
"MacCorkle Ave & 43rd St_MacCorkle Ave & 43rd St_38.324457_-81.586996","MacCorkle Ave & 43rd St","",38.324457,-81.586996
"MacCorkle Ave & 45th St_MacCorkle Ave & 45th St_38.322967_-81.584415","MacCorkle Ave & 45th St","",38.322967,-81.584415
"MacCorkle Ave & 47th St_MacCorkle Ave & 47th St_38.321506_-81.581499","MacCorkle Ave & 47th St","",38.321506,-81.581499
"MacCorkle Ave & 50th St_MacCorkle Ave & 50th St_38.319155_-81.577792","MacCorkle Ave & 50th St","",38.319155,-81.577792
"MacCorkle Ave & 52nd St_MacCorkle Ave & 52nd St_38.317611_-81.574756","MacCorkle Ave & 52nd St","",38.317611,-81.574756
"MacCorkle Ave & 54th St_MacCorkle Ave & 54th St_38.316064_-81.572445","MacCorkle Ave & 54th St","",38.316064,-81.572445
"MacCorkle Ave & 56th St_MacCorkle Ave & 56th St_38.314627_-81.569560","MacCorkle Ave & 56th St","",38.314627,-81.569560
"MacCorkle Ave & 57th St (Inbound)_MacCorkle Ave & 57th St_38.313897_-81.568288","MacCorkle Ave & 57th St (Inbound)","MacCorkle Ave & 57th St",38.313897,-81.568288
"MacCorkle Ave & 57th St (Outbound)__38.313821_-81.568630","MacCorkle Ave & 57th St (Outbound)","",38.313821,-81.568630
"MacCorkle Ave & 58th St_MacCorkle Ave & 58th St_38.310767_-81.563709","MacCorkle Ave & 58th St","",38.310767,-81.563709
"MacCorkle Ave & 5th St_MacCorkle Ave & 5th St_38.388867_-81.831357","MacCorkle Ave & 5th St","",38.388867,-81.831357
"MacCorkle Ave & 67th St_MacCorkle Ave & 67th St_38.298285_-81.565396","MacCorkle Ave & 67th St","",38.298285,-81.565396
"MacCorkle Ave & 70th St_MacCorkle Ave & 70th St_38.295520_-81.566510","MacCorkle Ave & 70th St","",38.295520,-81.566510
"MacCorkle Ave & 72nd St_MacCorkle Ave & 72nd St_38.293660_-81.567180","MacCorkle Ave & 72nd St","",38.293660,-81.567180
"MacCorkle Ave & 83rd St_MacCorkle Ave & 83rd St_38.253160_-81.572280","MacCorkle Ave & 83rd St","",38.253160,-81.572280
"MacCorkle Ave & 87th St_MacCorkle Ave & 87th St_38.250050_-81.570480","MacCorkle Ave & 87th St","",38.250050,-81.570480
"MacCorkle Ave & 93rd St_MacCorkle Ave & 93rd St_38.246250_-81.567700","MacCorkle Ave & 93rd St","",38.246250,-81.567700
"MacCorkle Ave & Alex Ln_MacCorkle Ave & Alex Ln_38.306100_-81.563250","MacCorkle Ave & Alex Ln","",38.306100,-81.563250
"MacCorkle Ave & Ashby Ave_MacCorkle Ave & Ashby Ave_38.369332_-81.695779","MacCorkle Ave & Ashby Ave","",38.369332,-81.695779
"MacCorkle Ave & Cabin Creek Rd_MacCorkle Ave & Cabin Creek Rd_38.196360_-81.480180","MacCorkle Ave & Cabin Creek Rd","",38.196360,-81.480180
"MacCorkle Ave & Carson St_MacCorkle Ave & Carson St_38.387350_-81.818410","MacCorkle Ave & Carson St","",38.387350,-81.818410
"MacCorkle Ave & Chesapeake Ave_MacCorkle Ave & Chesapeake Ave_38.354600_-81.748730","MacCorkle Ave & Chesapeake Ave","",38.354600,-81.748730
"MacCorkle Ave & Decharms St_MacCorkle Ave & Decharms St_38.382870_-81.798710","MacCorkle Ave & Decharms St","",38.382870,-81.798710
"MacCorkle Ave & Dunbar Bridge_MacCorkle Ave & Dunbar Bridge_38.353820_-81.736600","MacCorkle Ave & Dunbar Bridge","",38.353820,-81.736600
"MacCorkle Ave & E St_MacCorkle Ave & E St_38.368344_-81.699219","MacCorkle Ave & E St","",38.368344,-81.699219
"MacCorkle Ave & Eastwood Ave_MacCorkle Ave & Eastwood Ave_38.357340_-81.721880","MacCorkle Ave & Eastwood Ave","",38.357340,-81.721880
"MacCorkle Ave & Fields Creek Rd_MacCorkle Ave & Fields Creek Rd_38.212220_-81.524330","MacCorkle Ave & Fields Creek Rd","",38.212220,-81.524330
"MacCorkle Ave & Ford St_MacCorkle Ave & Ford St_38.355000_-81.729010","MacCorkle Ave & Ford St","",38.355000,-81.729010
"MacCorkle Ave & G St_MacCorkle Ave & G St_38.366550_-81.703210","MacCorkle Ave & G St","",38.366550,-81.703210
"MacCorkle Ave & Jefferson Rd_MacCorkle Ave & Jefferson Rd_38.359339_-81.716885","MacCorkle Ave & Jefferson Rd","",38.359339,-81.716885
"MacCorkle Ave & Kenna Dr_MacCorkle Ave & Kenna Dr_38.358016_-81.719978","MacCorkle Ave & Kenna Dr","",38.358016,-81.719978
"MacCorkle Ave & McDonald Ave_MacCorkle Ave & McDonald Ave_38.356303_-81.724794","MacCorkle Ave & McDonald Ave","",38.356303,-81.724794
"MacCorkle Ave & Mcllwain St_MacCorkle Ave & Mcllwain St_38.363480_-81.713130","MacCorkle Ave & Mcllwain St","",38.363480,-81.713130
"MacCorkle Ave & Montrose Dr_MacCorkle Ave & Montrose Dr_38.367808_-81.687047","MacCorkle Ave & Montrose Dr","",38.367808,-81.687047
"MacCorkle Ave & Ohio Ave_MacCorkle Ave & Ohio Ave_38.374210_-81.776740","MacCorkle Ave & Ohio Ave","",38.374210,-81.776740
"MacCorkle Ave & Richmond St_MacCorkle Ave & Richmond St_38.380690_-81.793400","MacCorkle Ave & Richmond St","",38.380690,-81.793400
"MacCorkle Ave & Riheldaffer Ave_MacCorkle Ave & Riheldaffer Ave_38.364320_-81.710190","MacCorkle Ave & Riheldaffer Ave","",38.364320,-81.710190
"MacCorkle Ave & River St_MacCorkle Ave & River St_38.356710_-81.753340","MacCorkle Ave & River St","",38.356710,-81.753340
"MacCorkle Ave & Rock Lake Dr_MacCorkle Ave & Rock Lake Dr_38.353780_-81.740573","MacCorkle Ave & Rock Lake Dr","",38.353780,-81.740573
"MacCorkle Ave & Roxbury St_MacCorkle Ave & Roxbury St_38.353720_-81.744110","MacCorkle Ave & Roxbury St","",38.353720,-81.744110
"MacCorkle Ave & Saxton St_MacCorkle Ave & Saxton St_38.195130_-81.489260","MacCorkle Ave & Saxton St","",38.195130,-81.489260
"MacCorkle Ave & Short St_MacCorkle Ave & Short St_38.367298_-81.684390","MacCorkle Ave & Short St","",38.367298,-81.684390
"MacCorkle Ave & Slaughters Creek Dr_MacCorkle Ave & Slaughters Creek Dr_38.195930_-81.497550","MacCorkle Ave & Slaughters Creek Dr","",38.195930,-81.497550
"MacCorkle Ave & Smith St_MacCorkle Ave & Smith St_38.394690_-81.845440","MacCorkle Ave & Smith St","",38.394690,-81.845440
"MacCorkle Ave & Walnut (South Charleston)__38.354127_-81.733529","MacCorkle Ave & Walnut (South Charleston)","",38.354127,-81.733529
"MacCorkle Ave & Walnut St (St Albans)_MacCorkle Ave & Walnut St (SA)_38.384503_-81.804522","MacCorkle Ave & Walnut St (St Albans)","MacCorkle Ave & Walnut St (SA)",38.384503,-81.804522
"MacCorkle Ave & West St_MacCorkle Ave & West St_38.386309_-81.811813","MacCorkle Ave & West St","",38.386309,-81.811813
"Main Ave & Beech St_Main Ave & Beech St_38.408690_-81.844060","Main Ave & Beech St","",38.408690,-81.844060
"Main Ave & Elm St_Main Ave & Elm St_38.406431_-81.843257","Main Ave & Elm St","",38.406431,-81.843257
"Main Ave & Hickory St_Main Ave & Hickory St_38.403930_-81.841850","Main Ave & Hickory St","",38.403930,-81.841850
"Main Ave & Kapok St_Main Ave & Kapok St_38.401633_-81.840220","Main Ave & Kapok St","",38.401633,-81.840220
"Main Ave & Lock St_Main Ave & Lock St_38.413560_-81.845460","Main Ave & Lock St","",38.413560,-81.845460
"Main Ave & Valentine Cir_Main Ave & Valentine Cir_38.396810_-81.835160","Main Ave & Valentine Cir","",38.396810,-81.835160
"Main Ave & Walker St_Main Ave & Walker St_38.399285_-81.838046","Main Ave & Walker St","",38.399285,-81.838046
"Malden Dr & Plum Dr_Malden Dr & Plum Dr_38.296700_-81.559550","Malden Dr & Plum Dr","",38.296700,-81.559550
"Malden Dr & Wayne Dr_Malden Dr & Wayne Dr_38.298426_-81.557940","Malden Dr & Wayne Dr","",38.298426,-81.557940
"Malden Underpass_Malden Underpass_38.300840_-81.556940","Malden Underpass","",38.300840,-81.556940
"Mardi Gras Resort_Mardi Gras Resort_38.421470_-81.809520","Mardi Gras Resort","",38.421470,-81.809520
"Mariana St & Vincent St_Mariana St & Vincent St_38.366383_-81.639422","Mariana St & Vincent St","",38.366383,-81.639422
"Marmet_Marmet_38.242390_-81.564660","Marmet","",38.242390,-81.564660
"Mary Ingles Elementary_Mary Ingles Elementary_38.333150_-81.494000","Mary Ingles Elementary","",38.333150,-81.494000
"McDonalds (Patrick St Plaza)_McDonalds_38.370390_-81.669670","McDonalds (Patrick St Plaza)","McDonalds",38.370390,-81.669670
"Midland Dr & 4th St E_Midland Dr & 4th St E_38.234260_-81.540020","Midland Dr & 4th St E","",38.234260,-81.540020
"Midland Dr & Bluefield Ave_Midland Dr & Bluefield Ave_38.285240_-81.562650","Midland Dr & Bluefield Ave","",38.285240,-81.562650
"Midland Dr & Church Dr_Midland Dr & Church Dr_38.275080_-81.564500","Midland Dr & Church Dr","",38.275080,-81.564500
"Midland Dr & Clemson Ave_Midland Dr & Clemson Ave_38.283270_-81.563230","Midland Dr & Clemson Ave","",38.283270,-81.563230
"Midland Dr & Davidson Ave_Midland Dr & Davidson Ave_38.281030_-81.563760","Midland Dr & Davidson Ave","",38.281030,-81.563760
"Midland Dr & E 9th St_Midland Dr & E 9th St_38.231430_-81.536900","Midland Dr & E 9th St","",38.231430,-81.536900
"Midland Dr & Furman Dr_Midland Dr & Furman Dr_38.277510_-81.564340","Midland Dr & Furman Dr","",38.277510,-81.564340
"Midland Dr & Kanawha St_Midland Dr & Kanawha St_38.235830_-81.541770","Midland Dr & Kanawha St","",38.235830,-81.541770
"Midland Dr & Marshall Ave_Midland Dr & Marshall Ave_38.272373_-81.564639","Midland Dr & Marshall Ave","",38.272373,-81.564639
"Midland Dr & W 33rd St_Midland Dr & W 33rd St_38.267440_-81.565060","Midland Dr & W 33rd St","",38.267440,-81.565060
"Montgomery_Montgomery_38.180740_-81.324310","Montgomery","",38.180740,-81.324310
"Montgomery Memorial Park_Montgomery Memorial Park_38.201830_-81.370940","Montgomery Memorial Park","",38.201830,-81.370940
"Montrose Dr & Glendale Ave_Montrose Dr & Glendale Ave_38.356710_-81.685630","Montrose Dr & Glendale Ave","",38.356710,-81.685630
"Morris St & Piedmont Rd_Morris St & Piedmont Rd_38.350750_-81.621550","Morris St & Piedmont Rd","",38.350750,-81.621550
"Morris St & Piedmont Rd_Morris St & Piedmont Rd_38.350670_-81.621460","Morris St & Piedmont Rd","",38.350670,-81.621460
"Morris St & Smith St_Morris St & Smith St_38.349081_-81.623655","Morris St & Smith St","",38.349081,-81.623655
"Mountain Rd & Amber Rd_Mountain Rd & Amber Rd_38.359670_-81.669080","Mountain Rd & Amber Rd","",38.359670,-81.669080
"Mountain Rd & Jakes St_Mountain Rd & Jakes St_38.358044_-81.665222","Mountain Rd & Jakes St","",38.358044,-81.665222
"Mountaineer Blvd & Southridge Blvd_Mountaineer Blvd & Southridge Blvd_38.318010_-81.714050","Mountaineer Blvd & Southridge Blvd","",38.318010,-81.714050
"MRC Global_MRC Global_38.338380_-81.599630","MRC Global","",38.338380,-81.599630
"Myrtle Rd & Crawford Rd_Myrtle Rd & Crawford Rd_38.345060_-81.641910","Myrtle Rd & Crawford Rd","",38.345060,-81.641910
"Myrtle Rd & Laurel Rd_Myrtle Rd & Laurel Rd_38.346130_-81.646100","Myrtle Rd & Laurel Rd","",38.346130,-81.646100
"Nitro Marketplace_Nitro Marketplace_38.411095_-81.810574","Nitro Marketplace","",38.411095,-81.810574
"Northgate_Northgate_38.362757_-81.597940","Northgate","",38.362757,-81.597940
"Nursing Home_Nursing Home_38.356140_-81.610220","Nursing Home","",38.356140,-81.610220
"Oakhurst Dr & Augusta Pl_Oakhurst Dr & Augusta Pl_38.329850_-81.709740","Oakhurst Dr & Augusta Pl","",38.329850,-81.709740
"Oakhurst Dr & Emerald Rd_Oakhurst Dr & Emerald Rd_38.342968_-81.676265","Oakhurst Dr & Emerald Rd","",38.342968,-81.676265
"Oakhurst Dr & Lawndale Ln_Oakhurst Dr & Lawndale Ln_38.343610_-81.671370","Oakhurst Dr & Lawndale Ln","",38.343610,-81.671370
"Oakhurst Dr & Sherwood Forest Rd_Oakhurst Dr & Sherwood Forest Rd_38.338478_-81.694962","Oakhurst Dr & Sherwood Forest Rd","",38.338478,-81.694962
"Oakhurst Dr & Terry Rd_Oakhurst Dr & Terry Rd_38.323463_-81.715391","Oakhurst Dr & Terry Rd","",38.323463,-81.715391
"Oakhurst Dr & Wray Cir_Oakhurst Dr & Wray Cir_38.334285_-81.706616","Oakhurst Dr & Wray Cir","",38.334285,-81.706616
"Oakmont Rd & Hazel Rd_Oakmont Rd & Hazel Rd_38.341610_-81.648080","Oakmont Rd & Hazel Rd","",38.341610,-81.648080
"Oakmont Rd & Walnut Rd_Oakmont Rd & Walnut Rd_38.341990_-81.644540","Oakmont Rd & Walnut Rd","",38.341990,-81.644540
"Oakridge Dr & Elmont Dr_Oakridge Dr & Elmont Dr_38.348640_-81.593250","Oakridge Dr & Elmont Dr","",38.348640,-81.593250
"Oakridge Dr & Moorland Dr_Oakridge Dr & Moorland Dr_38.345120_-81.587370","Oakridge Dr & Moorland Dr","",38.345120,-81.587370
"Oakridge Dr & Serene Dr_Oakridge Dr & Serene Dr_38.341156_-81.589468","Oakridge Dr & Serene Dr","",38.341156,-81.589468
"Oakridge Dr & Wertz Ave_Oakridge Dr & Wertz Ave_38.349163_-81.583759","Oakridge Dr & Wertz Ave","",38.349163,-81.583759
"Oakridge Dr & Woodbridge Dr_Oakridge Dr & Woodbridge Dr_38.351430_-81.585720","Oakridge Dr & Woodbridge Dr","",38.351430,-81.585720
"Oakwood Rd & Briar Hill Rd_Oakwood Rd & Briar Hill Rd_38.339250_-81.660420","Oakwood Rd & Briar Hill Rd","",38.339250,-81.660420
"Oakwood Rd & Cantebury Dr_Oakwood Rd & Cantebury Dr_38.345370_-81.657030","Oakwood Rd & Cantebury Dr","",38.345370,-81.657030
"Oakwood Rd & Oakhurst Dr_Oakwood Rd & Oakhurst Dr_38.342094_-81.663927","Oakwood Rd & Oakhurst Dr","",38.342094,-81.663927
"Oakwood Rd & Tennis Club Rd_Oakwood Rd & Tennis Club Rd_38.336090_-81.656230","Oakwood Rd & Tennis Club Rd","",38.336090,-81.656230
"One Stop_One Stop_38.359850_-81.642120","One Stop","",38.359850,-81.642120
"Park St & 6th Ave_Park St & 6th Ave_38.383511_-81.825595","Park St & 6th Ave","",38.383511,-81.825595
"Park-n-Ride_Park-n-Ride_38.507820_-81.645530","Park-n-Ride","",38.507820,-81.645530
"Patrick St_Patrick St_38.369920_-81.666820","Patrick St","",38.369920,-81.666820
"Patrick St Bridge_Patrick St Bridge_38.363400_-81.670400","Patrick St Bridge","",38.363400,-81.670400
"Patrick St Plaza_Patrick St Plaza_38.368340_-81.670550","Patrick St Plaza","",38.368340,-81.670550
"Piedmont Rd & Sidney St_Piedmont Rd & Sidney St_38.340990_-81.613400","Piedmont Rd & Sidney St","",38.340990,-81.613400
"Piedmont Rd & Stadium Pl_Piedmont Rd & Stadium Pl_38.346058_-81.615342","Piedmont Rd & Stadium Pl","",38.346058,-81.615342
"Pinch Elementary_Pinch Elementary_38.405780_-81.480980","Pinch Elementary","",38.405780,-81.480980
"Price St & Greendale Dr_Price St & Greendale Dr_38.368180_-81.641000","Price St & Greendale Dr","",38.368180,-81.641000
"Quarrier St & Capitol St_Quarrier St & Capitol St_38.349912_-81.635072","Quarrier St & Capitol St","",38.349912,-81.635072
"Quarrier St & Civic Center Dr_Quarrier St & Civic Center Dr_38.355087_-81.641513","Quarrier St & Civic Center Dr","",38.355087,-81.641513
"Quarrier St & Clendenin St_Quarrier St & Clendenin St_38.354120_-81.640040","Quarrier St & Clendenin St","",38.354120,-81.640040
"Quarrier St & Dickinson St_Quarrier St & Dickinson St_38.349019_-81.633879","Quarrier St & Dickinson St","",38.349019,-81.633879
"Quarrier St & Elizabeth St_Quarrier St & Elizabeth St_38.339296_-81.617440","Quarrier St & Elizabeth St","",38.339296,-81.617440
"Quarrier St & Leon Sullivan Way_Quarrier St & Leon Sullivan Way_38.347530_-81.632040","Quarrier St & Leon Sullivan Way","",38.347530,-81.632040
"Quarrier St & Morris St_Quarrier St & Morris St_38.344988_-81.628641","Quarrier St & Morris St","",38.344988,-81.628641
"Quarrier St & Ruffner Ave_Quarrier St & Ruffner Ave_38.342091_-81.624534","Quarrier St & Ruffner Ave","",38.342091,-81.624534
"Quincy Mall (McDonald's)_Quincy Mall (McDonald's)_38.204715_-81.505246","Quincy Mall (McDonald's)","",38.204715,-81.505246
"Quincy Walmart_Quincy Walmart_38.202925_-81.505397","Quincy Walmart","",38.202925,-81.505397
"Randolph St & Maryland Ave_Randolph St & Maryland Ave_38.361360_-81.646970","Randolph St & Maryland Ave","",38.361360,-81.646970
"Randolph St & Tennessee Ave_Randolph St & Tennessee Ave_38.359240_-81.645260","Randolph St & Tennessee Ave","",38.359240,-81.645260
"RHL Blvd & Oakhurst Dr_RHL Blvd & Oakhurst Dr_38.324430_-81.716980","RHL Blvd & Oakhurst Dr","",38.324430,-81.716980
"Riverside High School_Riverside High School_38.208398_-81.511605","Riverside High School","",38.208398,-81.511605
"Riverwalk_Riverwalk_38.365290_-81.709670","Riverwalk","",38.365290,-81.709670
"Rosemont Ave & Montrose Dr_Rosemont Ave & Montrose Dr_38.361570_-81.685890","Rosemont Ave & Montrose Dr","",38.361570,-81.685890
"Rosemont Ave & Tremont St_Rosemont Ave & Tremont St_38.361429_-81.682584","Rosemont Ave & Tremont St","",38.361429,-81.682584
"Rotunda Entrance__38.336006_-81.610716","Rotunda Entrance","",38.336006,-81.610716
"Route 60/35_Route 60/35_38.397000_-81.855950","Route 60/35","",38.397000,-81.855950
"Roxalana Apartments_Roxalana Apartments_38.371590_-81.722900","Roxalana Apartments","",38.371590,-81.722900
"Roxalana Rd & Caldwell Ln_Roxalana Rd & Caldwell Ln_38.372284_-81.717689","Roxalana Rd & Caldwell Ln","",38.372284,-81.717689
"Roxalana Rd & Circle Dr_Roxalana Rd & Circle Dr_38.365690_-81.735700","Roxalana Rd & Circle Dr","",38.365690,-81.735700
"Roxalana Rd & Knotts Ave_Roxalana Rd & Knotts Ave_38.365000_-81.728410","Roxalana Rd & Knotts Ave","",38.365000,-81.728410
"Rt 114 & Bream Dr_Rt 114 & Bream Dr_38.402790_-81.522180","Rt 114 & Bream Dr","",38.402790,-81.522180
"Rt 114 & Elkhart Dr_Rt 114 & Elkhart Dr_38.398009_-81.551645","Rt 114 & Elkhart Dr","",38.398009,-81.551645
"Rt 114 & Pinchton Trail_Rt 114 & Pinchton Trail_38.401640_-81.494303","Rt 114 & Pinchton Trail","",38.401640,-81.494303
"Rt 114 & Quick Rd_Rt 114 & Quick Rd_38.400980_-81.482620","Rt 114 & Quick Rd","",38.400980,-81.482620
"Rt 114 & Reunion Rd_Rt 114 & Reunion Rd_38.413480_-81.485430","Rt 114 & Reunion Rd","",38.413480,-81.485430
"Rt 114 & Rt 119_Rt 114 & Rt 119_38.440776_-81.485669","Rt 114 & Rt 119","",38.440776,-81.485669
"Rt 114 & Verna Rd_Rt 114 & Verna Rd_38.431740_-81.485680","Rt 114 & Verna Rd","",38.431740,-81.485680
"Rt 119 & Blue Creek Rd_Rt 119 & Blue Creek Rd_38.450716_-81.457537","Rt 119 & Blue Creek Rd","",38.450716,-81.457537
"Rt 119 & Concord St_Rt 119 & Concord St_38.396140_-81.562870","Rt 119 & Concord St","",38.396140,-81.562870
"Rt 119 & Coopers Crk_Rt 119 & Coopers Crk_38.406130_-81.541650","Rt 119 & Coopers Crk","",38.406130,-81.541650
"Rt 119 & Dixie St_Rt 119 & Dixie St_38.463900_-81.446380","Rt 119 & Dixie St","",38.463900,-81.446380
"Rt 119 & Dutch Rd_Rt 119 & Dutch Rd_38.389240_-81.593220","Rt 119 & Dutch Rd","",38.389240,-81.593220
"Rt 119 & Frame Rd_Rt 119 & Frame Rd_38.442800_-81.480140","Rt 119 & Frame Rd","",38.442800,-81.480140
"Rt 119 & Grant St_Rt 119 & Grant St_38.409280_-81.511240","Rt 119 & Grant St","",38.409280,-81.511240
"Rt 119 & Henry C Shores Dr_Rt 119 & Henry C Shores Dr_38.400447_-81.578603","Rt 119 & Henry C Shores Dr","",38.400447,-81.578603
"Rt 119 & Jordan Creek_Rt 119 & Jordan Creek_38.472070_-81.399200","Rt 119 & Jordan Creek","",38.472070,-81.399200
"Rt 119 & Knollwood Dr_Rt 119 & Knollwood Dr_38.382250_-81.597920","Rt 119 & Knollwood Dr","",38.382250,-81.597920
"Rt 119 & Lilly St_Rt 119 & Lilly St_38.364370_-81.613070","Rt 119 & Lilly St","",38.364370,-81.613070
"Rt 119 & Little Sandy Rd_Rt 119 & Little Sandy Rd_38.411810_-81.504400","Rt 119 & Little Sandy Rd","",38.411810,-81.504400
"Rt 119 & Roselane Dr_Rt 119 & Roselane Dr_38.385960_-81.593640","Rt 119 & Roselane Dr","",38.385960,-81.593640
"Rt 119 & Smith Mountain Rd_Rt 119 & Smith Mountain Rd_38.406640_-81.525380","Rt 119 & Smith Mountain Rd","",38.406640,-81.525380
"Rt 119 & Youngs Bottom_Rt 119 & Youngs Bottom_38.459570_-81.421590","Rt 119 & Youngs Bottom","",38.459570,-81.421590
"Russell St_Russell St_38.480810_-81.368090","Russell St","",38.480810,-81.368090
"Rustic Motel_Rustic Motel_38.358590_-81.756610","Rustic Motel","",38.358590,-81.756610
"Sam's Club_Sam's Club_38.322680_-81.712960","Sam's Club","",38.322680,-81.712960
"SC Tech Center_SC Tech Center_38.353110_-81.698100","SC Tech Center","",38.353110,-81.698100
"Shamblin Stone_Shamblin Stone_38.363780_-81.720070","Shamblin Stone","",38.363780,-81.720070
"Shawnee Park_Shawnee Park_38.379530_-81.758490","Shawnee Park","",38.379530,-81.758490
"Shops @ Kanawha Mall_Shops @ Kanawha Mall_38.312250_-81.568310","Shops @ Kanawha Mall","",38.312250,-81.568310
"Sissonville_Sissonville_38.530270_-81.629610","Sissonville","",38.530270,-81.629610
"Sissonville Dr & Barley Dr_Sissonville Dr & Barley Dr_38.438060_-81.674680","Sissonville Dr & Barley Dr","",38.438060,-81.674680
"Sissonville Dr & Burbank Ln_Sissonville Dr & Burbank Ln_38.494370_-81.648130","Sissonville Dr & Burbank Ln","",38.494370,-81.648130
"Sissonville Dr & Call Rd_Sissonville Dr & Call Rd_38.460191_-81.663753","Sissonville Dr & Call Rd","",38.460191,-81.663753
"Sissonville Dr & Casdorph Dr_Sissonville Dr & Casdorph Dr_38.410030_-81.669250","Sissonville Dr & Casdorph Dr","",38.410030,-81.669250
"Sissonville Dr & Chandler Dr_Sissonville Dr & Chandler Dr_38.379403_-81.661270","Sissonville Dr & Chandler Dr","",38.379403,-81.661270
"Sissonville Dr & Conville Dr_Sissonville Dr & Conville Dr_38.421767_-81.669802","Sissonville Dr & Conville Dr","",38.421767,-81.669802
"Sissonville Dr & Edens Fork Rd_Sissonville Dr & Edens Fork Rd_38.404780_-81.663620","Sissonville Dr & Edens Fork Rd","",38.404780,-81.663620
"Sissonville Dr & Falcon Dr_Sissonville Dr & Falcon Dr_38.385040_-81.657040","Sissonville Dr & Falcon Dr","",38.385040,-81.657040
"Sissonville Dr & Fisher's Branch Rd_Sissonville Dr & Fisher's Branch Rd_38.444490_-81.671340","Sissonville Dr & Fisher's Branch Rd","",38.444490,-81.671340
"Sissonville Dr & Mayspring Rd_Sissonville Dr & Mayspring Rd_38.433300_-81.666910","Sissonville Dr & Mayspring Rd","",38.433300,-81.666910
"Sissonville Dr & Meg Dr_Sissonville Dr & Meg Dr_38.490148_-81.656639","Sissonville Dr & Meg Dr","",38.490148,-81.656639
"Sissonville Dr & Moon Ridge Dr_Sissonville Dr & Moon Ridge Dr_38.449498_-81.666979","Sissonville Dr & Moon Ridge Dr","",38.449498,-81.666979
"Sissonville Dr & Pinewood Dr_Sissonville Dr & Pinewood Dr_38.484750_-81.664610","Sissonville Dr & Pinewood Dr","",38.484750,-81.664610
"Sissonville Dr & Scraggs Dr_Sissonville Dr & Scraggs Dr_38.392100_-81.658440","Sissonville Dr & Scraggs Dr","",38.392100,-81.658440
"Sissonville Dr & Tinney Ln_Sissonville Dr & Tinney Ln_38.479410_-81.670050","Sissonville Dr & Tinney Ln","",38.479410,-81.670050
"Sissonville Dr & Waybrooke Dr_Sissonville Dr & Waybrooke Dr_38.514780_-81.630850","Sissonville Dr & Waybrooke Dr","",38.514780,-81.630850
"Sissonville High School_Sissonville High School_38.475470_-81.671070","Sissonville High School","",38.475470,-81.671070
"Sissonville Middle School_Sissonville Middle School_38.465220_-81.667480","Sissonville Middle School","",38.465220,-81.667480
"Smith St & Leon Sullivan Way_Smith St & Leon Sullivan Way_38.351290_-81.626720","Smith St & Leon Sullivan Way","",38.351290,-81.626720
"South Central Regional Jail_South Central Regional Jail_38.312511_-81.712205","South Central Regional Jail","",38.312511,-81.712205
"South Park Rd & Alcoa Dr_South Park Rd & Alcoa Dr_38.306300_-81.608910","South Park Rd & Alcoa Dr","",38.306300,-81.608910
"South Park Rd & Glen Cove Pl_South Park Rd & Glen Cove Pl_38.313500_-81.603051","South Park Rd & Glen Cove Pl","",38.313500,-81.603051
"South Park Rd & Granada Way_South Park Rd & Granada Way_38.323900_-81.602440","South Park Rd & Granada Way","",38.323900,-81.602440
"South Park Rd & Landfill Rd_South Park Rd & Landfill Rd_38.318800_-81.605600","South Park Rd & Landfill Rd","",38.318800,-81.605600
"Southridge Blvd & Parkway Rd_Southridge Blvd & Parkway Rd_38.315510_-81.713740","Southridge Blvd & Parkway Rd","",38.315510,-81.713740
"St Albans Shopping Center_St Albans Shopping Center_38.387992_-81.823747","St Albans Shopping Center","",38.387992,-81.823747
"St Albans Station_St Albans Station_38.386112_-81.835438","St Albans Station","",38.386112,-81.835438
