route_id,service_id,trip_id,direction_id,block_id,shape_id
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0","#0_2_20180529_99991231_20180529_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:19:34_2_20180529_99991231_20180529_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160415_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:19:34_3_20160415_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160415_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0","#0_2016-02-05T12:19:34_4_20160415_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160415_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0","#0_2016-02-05T12:19:34_5_20160415_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160415_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0","#0_2016-02-05T12:19:34_6_20160415_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:20:23_2_20180529_99991231_20180529_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160520_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:20:23_3_20160520_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160520_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0","#0_2016-02-05T12:20:23_4_20160520_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160520_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0","#0_2016-02-05T12:20:23_5_20160520_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20160520_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0","#0_2016-02-05T12:20:23_6_20160520_99991231_20170405_99991231",1,"","05 - Transit Mall to Nitro Marketplace"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:30:13_2_20180529_99991231_20180529_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160421_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:30:13_3_20160421_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160421_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0","#0_2016-02-05T12:30:13_4_20160421_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160421_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0","#0_2016-02-05T12:30:13_5_20160421_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160421_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0","#0_2016-02-05T12:30:13_6_20160421_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:31:07_2_20180529_99991231_20180529_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:31:07_3_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0","#0_2016-02-05T12:31:07_4_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0","#0_2016-02-05T12:31:07_5_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0","#0_2016-02-05T12:31:07_6_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:36:18_2_20180529_99991231_20180529_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue1_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:36:18_3_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue0_wed1_thu0_fri0_sat0_sun0","#0_2016-02-05T12:36:18_4_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue0_wed0_thu1_fri0_sat0_sun0","#0_2016-02-05T12:36:18_5_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"2_Cabin Creek / Kanawha City_Route 02 - Cabin Creek / Kanawha City_819600","20160418_99991231_mon0_tue0_wed0_thu0_fri1_sat0_sun0","#0_2016-02-05T12:36:18_6_20160418_99991231_20170405_99991231",1,"","02CC -Transit Mall to Quincy Walmart via CabCreek_Apr  4 2017 10:30:39:667AM"
"5_Tyler Mountain / Cross Lanes_Route 05 - Tyler Mountain / Cross Lanes_2F7100","20180529_99991231_mon1_tue0_wed0_thu0_fri0_sat0_sun0","#0_2016-02-05T12:40:32_2_20180529_99991231_20180529_99991231",1,"","05 - Capitol Complex to Nitro Marketplace_Mar 24 2017 10:18:41:510AM"
