fare_id,route_id,origin_id,destination_id,contains_id
156,281,,,
156,284,106,107,
156,284,107,108,
156,284,106,107,
156,284,106,108,
156,284,108,107,
156,327,,,
156,328,,,
156,325,,,
156,326,,,
147,284,105,105,
147,284,106,106,
147,284,107,107,
147,284,108,108,
147,284,104,104,
158,284,105,106,
158,284,104,105,
159,284,105,107,
159,284,108,106,
159,284,104,106,
160,284,105,108,
160,284,108,105,
160,284,104,107,
157,252,,,
161,284,108,104,
161,284,104,108,
