-81.5022683,38.2039083
-81.5029335,38.2033855
-81.5031481,38.2034193
-81.5046716,38.2043804
-81.5052295,38.2047176
-81.5049934,38.2050548
-81.5055728,38.2055607
-81.5058303,38.2059653
-81.506398,38.206429
-81.5072894,38.2071625
-81.5069461,38.2074154
-81.5061522,38.2068421
-81.5055513,38.2062857
-81.5053153,38.2060497
-81.5048432,38.2054089
-81.5049505,38.2051729
-81.5053582,38.2048356
-81.5066028,38.2057462
-81.50693,38.20599
-81.50704,38.20607
-81.50727,38.20626
-81.50836,38.20722
-81.50844,38.20728
-81.50866,38.20748
-81.50976,38.20842
-81.51006,38.20871
-81.51049,38.20915
-81.5108,38.20947
-81.51096,38.20966
-81.51102,38.20975
-81.51108,38.20983
-81.51122,38.21006
-81.51128,38.21021
-81.51134,38.21033
-81.51138,38.21045
-81.5116,38.21041
-81.5117,38.21037
-81.51177,38.21034
-81.51181,38.21031
-81.512,38.21018
-81.51224,38.21002
-81.51234,38.20994
-81.51239,38.20991
-81.51247,38.20983
-81.51251,38.20976
-81.51253,38.2097
-81.51253,38.20961
-81.51251,38.20954
-81.51245,38.20942
-81.5124,38.20934
-81.51189,38.20863
-81.51181,38.20855
-81.51173,38.20846
-81.51174,38.20842
-81.51173,38.20846
-81.51168,38.20845
-81.51144,38.20822
-81.5109,38.20775
-81.51081,38.20766
-81.51024,38.20719
-81.50995,38.20693
-81.50908,38.20616
-81.50896,38.20603
-81.50886,38.20592
-81.5087,38.20572
-81.50863,38.20565
-81.50666,38.20406
-81.50657,38.20401
-81.50553,38.20333
-81.50497,38.20296
-81.50492,38.20292
-81.50489,38.20289
-81.50488,38.20286
-81.50486,38.20281
-81.50484,38.20274
-81.50486,38.20253
-81.50484,38.20274
-81.50486,38.20281
-81.50488,38.20286
-81.50489,38.20289
-81.50492,38.20292
-81.50497,38.20296
-81.50553,38.20333
-81.50657,38.20401
-81.50666,38.20406
-81.50863,38.20565
-81.5087,38.20572
-81.50886,38.20592
-81.50896,38.20603
-81.50908,38.20616
-81.50995,38.20693
-81.51024,38.20719
-81.51081,38.20766
-81.5109,38.20775
-81.51144,38.20822
-81.51168,38.20845
-81.51173,38.20846
-81.51181,38.20855
-81.51189,38.20863
-81.5124,38.20934
-81.51245,38.20942
-81.51251,38.20954
-81.51253,38.20961
-81.51253,38.2097
-81.51251,38.20976
-81.51247,38.20983
-81.51239,38.20991
-81.51234,38.20994
-81.51224,38.21002
-81.512,38.21018
-81.51181,38.21031
-81.51177,38.21034
-81.5117,38.21037
-81.5116,38.21041
-81.51138,38.21045
-81.51114,38.2105
-81.51098,38.21053
-81.51087,38.21056
-81.51079,38.21058
-81.51078,38.21058
-81.51072,38.2106
-81.51067,38.21062
-81.51063,38.21064
-81.51059,38.21067
-81.51055,38.21069
-81.51053,38.21071
-81.51044,38.21079
-81.5104,38.21082
